,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.917,25.262,81.8894,22.7607,82.7727,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 29, 30, 32, 27, 28, 30]",20986,92.4,667136,-141.3,852880,-54.2
1,1,0.1,0.05,1.77,30.628,86.8906,31.4988,88.0673,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 29, 30, 32, 26, 28, 30]",20921,92.4,664152,-140.2,849044,-53.5
2,2,0.1,0.05,1.692,34.306,88.9706,28.6724,83.8774,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 30, 32, 26, 27, 30]",20791,92.5,660184,-138.7,843860,-52.6
3,3,0.1,0.05,1.613,38.742,90.5031,36.246,90.1971,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 30, 32, 25, 27, 30]",20726,92.5,657216,-137.7,840048,-51.9
4,4,0.1,0.05,1.542,41.78,91.5261,40.6947,92.3766,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 30, 32, 25, 26, 30]",20661,92.5,656280,-137.3,838772,-51.7
5,5,0.1,0.05,1.498,43.614,92.1515,30.4936,78.7818,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 30, 32, 25, 26, 30]",20661,92.5,656280,-137.3,838772,-51.7
6,6,0.1,0.05,1.483,44.24,92.3653,43.0135,91.6998,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 30, 32, 25, 25, 30]",20596,92.6,655360,-137.0,837520,-51.4
7,7,0.1,0.05,1.522,42.83,91.71,42.9837,92.5756,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 30, 32, 25, 25, 30]",20596,92.6,655360,-137.0,837520,-51.4
8,8,0.1,0.05,1.509,43.428,91.8278,39.2118,91.2818,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 29, 32, 25, 25, 30]",20531,92.6,652328,-135.9,833612,-50.7
9,9,0.1,0.05,1.443,45.712,92.9448,34.2755,83.0812,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 25, 30]",20466,92.6,649312,-134.8,829728,-50.0
10,10,0.1,0.05,1.477,43.992,92.4612,28.4335,81.877,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 25, 30]",20466,92.6,649312,-134.8,829728,-50.0
11,11,0.1,0.05,1.484,43.744,92.2714,31.6879,83.3499,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 25, 30]",20466,92.6,649312,-134.8,829728,-50.0
12,12,0.1,0.05,1.439,45.95,93.0307,42.9737,89.8089,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 25, 30]",20466,92.6,649312,-134.8,829728,-50.0
13,13,0.1,0.05,1.399,47.54,93.1845,43.2325,92.3169,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 24, 30]",20401,92.6,648408,-134.5,828500,-49.8
14,14,0.1,0.05,1.387,48.026,93.5202,48.1091,93.0235,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 24, 30]",20401,92.6,648408,-134.5,828500,-49.8
15,15,0.1,0.05,1.39,48.26,93.3724,44.785,89.9781,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 24, 30]",20401,92.6,648408,-134.5,828500,-49.8
16,16,0.1,0.05,1.318,51.012,94.2215,55.5334,95.3722,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 24, 30]",20401,92.6,648408,-134.5,828500,-49.8
17,17,0.1,0.05,1.297,52.362,94.2675,48.9351,91.7297,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 28, 28, 32, 25, 24, 30]",20401,92.6,648408,-134.5,828500,-49.8
18,18,0.1,0.05,1.245,54.498,94.7311,50.2687,94.994,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 32, 27, 28, 32, 25, 24, 30]",20336,92.6,645408,-133.4,824640,-49.1
19,19,0.1,0.05,1.252,54.352,94.7071,53.4136,94.3372,"[8, 8, 8, 8, 8, 8, 16, 16, 15, 16, 16, 16, 27, 31, 27, 28, 32, 24, 24, 30]",20206,92.7,639392,-131.2,816896,-47.7
