,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.0,0.01,2.26,27.92,74.6679,59.998,93.2654,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,0.0,0.01,1.042,72.442,97.4153,79.9743,98.6254,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,0.0,0.01,0.537,83.222,98.993,84.8892,98.9814,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,0.0,0.01,0.415,87.224,99.4066,88.5582,99.4265,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,0.0,0.01,0.338,89.422,99.6024,89.8537,99.6539,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,0.0,0.01,0.29,90.886,99.7083,89.8932,99.6243,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,0.0,0.01,0.258,91.708,99.7862,92.7314,99.7726,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,0.0,0.01,0.223,92.868,99.8282,92.7512,99.7825,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,0.0,0.01,0.196,93.772,99.8821,94.6697,99.8517,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,0.0,0.01,0.173,94.486,99.8741,93.5127,99.8221,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
