,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.7,4,0.05,0.786,76.9067,94.107,93.4731,99.7232,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
1,1,0.7,4,0.05,0.129,95.9783,99.9067,97.0629,99.9407,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
2,2,0.7,4,0.05,0.094,97.0867,99.9484,96.9343,99.9704,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
3,3,0.7,4,0.05,0.091,97.29,99.935,96.6772,100.0001,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
4,4,0.7,4,0.05,0.076,97.6233,99.9717,98.0024,100.0001,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
5,5,0.7,4,0.05,0.062,98.0483,99.9733,97.7848,99.9902,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
6,6,0.7,4,0.05,0.058,98.2267,99.9833,98.1804,99.9803,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
7,7,0.7,4,0.05,0.055,98.19,99.9817,98.3485,99.9902,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
8,8,0.7,4,0.05,0.064,98.2517,99.9367,97.5475,99.9605,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
9,9,0.7,4,0.05,0.051,98.545,99.9767,98.6057,99.9902,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
