,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.4,4,0.05,0.604,81.1467,95.7423,95.807,99.8418,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
1,1,0.4,4,0.05,0.117,96.4467,99.9284,97.0134,99.9506,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
2,2,0.4,4,0.05,0.087,97.2817,99.9534,96.9937,99.9803,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
3,3,0.4,4,0.05,0.068,97.8633,99.9684,98.0617,99.9704,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
4,4,0.4,4,0.05,0.059,98.15,99.9717,98.1606,100.0001,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
5,5,0.4,4,0.05,0.053,98.2783,99.9767,98.3386,99.9902,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
6,6,0.4,4,0.05,0.049,98.5133,99.9684,98.4375,100.0001,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
7,7,0.4,4,0.05,0.04,98.705,99.985,98.7046,100.0001,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
8,8,0.4,4,0.05,0.038,98.7783,99.9867,96.9244,99.9803,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
9,9,0.4,4,0.05,0.033,98.93,99.9883,98.9122,100.0001,"[6, 27, 184]",98687,77.1,617503,-43.4,911444,-5.9
